id,Date,Ensemble,Licence,Ensemble Area,EID,Transmitter Area,Site,Freq.,Block,TII Main Id (Hex),TII Sub Id (Hex),Serv Label1 ,SId 1 (Hex),LSN 1 (Hex),Serv Label2 ,SId 2 (Hex),LSN 2 (Hex),Serv Label3 ,SId 3 (Hex),LSN 3 (Hex),Serv Label4 ,SId 4 (Hex),LSN 4 (Hex),Serv Label5 ,SId 5 (Hex),LSN 5 (Hex),Serv Label6 ,SId 6 (Hex),LSN 6 (Hex),Serv Label7 ,SId 7 (Hex),LSN 7 (Hex),Serv Label8 ,SId 8 (Hex),LSN 8 (Hex),Serv Label9 ,SId 9 (Hex),LSN 9 (Hex),Serv Label10 ,SId 10 (Hex),LSN 10 (Hex),Serv Label11 ,SId 11 (Hex),LSN 11 (Hex),Serv Label12 ,SId 12 (Hex),LSN 12 (Hex),Serv Label13 ,SId 13 (Hex),LSN 13 (Hex),Serv Label14 ,SId 14 (Hex),LSN 14 (Hex),Serv Label15 ,SId 15 (Hex),LSN 15 (Hex),Serv Label16 ,SId 16 (Hex),LSN 16 (Hex),Serv Label17 ,SId 17 (Hex),LSN 17 (Hex),Serv Label18 ,SId 18 (Hex),LSN 18 (Hex),Serv Label19 ,SId 19 (Hex),LSN 19 (Hex),Serv Label20 ,SId 20 (Hex),LSN 20 (Hex),Serv Label21 ,SId 21 (Hex),LSN 21 (Hex),Serv Label22 ,SId 22 (Hex),LSN 22 (Hex),Serv Label23 ,SId 23 (Hex),LSN 23 (Hex),Serv Label24 ,SId 24 (Hex),LSN 24 (Hex),Serv Label25 ,SId 25 (Hex),LSN 25 (Hex),Serv Label26 ,SId 26 (Hex),LSN 26 (Hex),Serv Label27 ,SId 27 (Hex),LSN 27 (Hex),Serv Label28 ,SId 28 (Hex),LSN 28 (Hex),Serv Label29 ,SId 29 (Hex),LSN 29 (Hex),Serv Label30 ,SId 30 (Hex),LSN 30 (Hex),Serv Label31 ,SId 31 (Hex),LSN 31 (Hex),Serv Label32 ,SId 32 (Hex),LSN 32 (Hex),Data Serv Label1,Data SId 1 (Hex),Data Serv Label2,Data SId 2 (Hex),Data Serv Label3,Data SId 3 (Hex),Data Serv Label4,Data SId 4 (Hex),Data Serv Label5,Data SId 5 (Hex),Data Serv Label6,Data SId 6 (Hex),Data Serv Label7,Data SId 7 (Hex),Data Serv Label8,Data SId 8 (Hex),Data Serv Label9,Data SId 9 (Hex),Data Serv Label10,Data SId 10 (Hex),Data Serv Label11,Data SId 11 (Hex),Data Serv Label12,Data SId 12 (Hex),Data Serv Label13,Data SId 13 (Hex),Data Serv Label14,Data SId 14 (Hex),Data Serv Label15,Data SId 15 (Hex)
746018,02/11/1999,D1 National,DM000001,UK,C181,Swansea,Kilvey Hill,222.064,11D,27,3,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746019,05/10/1999,D1 National,DM000001,UK,C181,Glasgow,Kirk O'Shotts,223.936,12A,3F,1,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746020,10/12/2003,D1 National,DM000001,UK,C181,Perth,Kirkton Mailer,223.936,12A,3C,9,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746021,28/09/2001,D1 National,DM000001,UK,C181,Lancaster,LANCASTER,222.064,11D,2C,0E,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746022,25/02/2004,D1 National,DM000001,UK,C181,Stratford,Lark Stoke,222.064,11D,18,8,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746023,14/03/2007,D1 National,DM000001,UK,C181,Leatherhead,Leatherhead Stoke dAbernon,222.064,11D,8,12,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746024,29/09/2015,D1 National,DM000001,UK,C181,Leicester,Leicester Cardinal,222.064,11D,41,8,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746025,15/02/2016,D1 National,DM000001,UK,C181,Letchworth,Letchworth,222.064,11D,16,0D,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746026,20/06/2013,D1 National,DM000001,UK,C181,Limavady,Limavady,222.064,11D,19,7,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746027,12/09/2015,D1 National,DM000001,UK,C181,Lincoln clayton Rd,Lincoln Clayton Road,222.064,11D,32,9,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746028,18/07/2006,D1 National,DM000001,UK,C181,Anglesey,LLANDDONA,222.064,11D,5,1,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746029,21/06/2013,D1 National,DM000001,UK,C181,Londonderry,Londonderry,222.064,11D,19,4,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746030,21/08/2002,D1 National,DM000001,UK,C181,Cambridge,Madingley,222.064,11D,15,6,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746031,08/03/2016,D1 National,DM000001,UK,C181,Maidenhead,Maidenhead Hyde Farm,222.064,11D,3,0A,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746032,27/01/2017,D1 National,DM000001,UK,C181,Malmesbury,Malmesbury WT,222.064,11D,1A,5,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746033,06/07/2001,D1 National,DM000001,UK,C181,Manchester,Manchester - City Tower,222.064,11D,2B,6,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746034,11/12/2003,D1 National,DM000001,UK,C181,Essex,Manningtree,222.064,11D,6,0F,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746035,21/09/2006,D1 National,DM000001,UK,C181,Nottingham,Mapperley Ridge,222.064,11D,30,8,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746036,16/06/2017,D1 National,DM000001,UK,C181,Market Drayton,Market Drayton,222.064,11D,37,7,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746037,14/12/2006,D1 National,DM000001,UK,C181,Marlborough,MARLBOROUGH,222.064,11D,1A,13,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746038,09/09/1999,D1 National,DM000001,UK,C181,Somerset and Avon,MENDIP,222.064,11D,23,2,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746039,19/12/2001,D1 National,DM000001,UK,C181,Ipswich,Mendlesham,222.064,11D,31,0E,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746040,31/01/2001,D1 National,DM000001,UK,C181,Midhurst,MIDHURST,222.064,11D,0A,0A,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746041,16/09/1999,D1 National,DM000001,UK,C181,N. Wales and Cheshire,MOEL Y PARC,222.064,11D,29,3,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746042,27/11/2001,D1 National,DM000001,UK,C181,Morecambe Bay,Morecambe Bay,222.064,11D,7,5,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746043,08/11/2006,D1 National,DM000001,UK,C181,Leeds,Morley,222.064,11D,3A,10,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746044,19/04/2007,D1 National,DM000001,UK,C181,Northwood,Mount Vernon,222.064,11D,0B,0F,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
746045,25/11/2003,D1 National,DM000001,UK,C181,Moray Firth,Mounteagle,223.936,12A,38,3,Classic FM,C2A1,189,Absolute Radio,C1C0,192,talkSPORT,C0C0,1BD 1BE,Magic,C0C6,,Heart 80s,C1DC,,Smooth UK,C6C0,1B7 1B8 1B9,UCB 1,C4CA,,Radio X,C4CD,198,KISS,C5C0,,LBC,C0C2,,Heart UK,CFD1,,Capital UK,C5DA,,Kisstory,CFE6,,Gold UK,CEE8,,Heart Dance,CFE8,,Heart 70s,CAE9,,Heart 90s,CBE9,,Capital XTRA,C37B,,LBC News,C8EA,1F0,Smooth Chill,C9EB,1F2,Capital Dance,C9ED,,GB News,C4F0,,UCB 2,CBD8,,Heart 00s,C9F3,,,,,,,,,,,,,,,,,,,,,,,,,,,E1C000D0,,E1C000B1,,,,,,,,,,,,,,,,,,,,,,,,,,
